85 | 8 13 16 49 65 | 16 | 0
86 | 5 7 22 39 60 | 23 | 0
87 | 21 23 39 52 64 | 18 | 0
88 | 24 33 38 41 56 | 10 | 1
89 | 6 22 25 50 68 | 23 | 1
90 | 5 21 52 55 68 | 10 | 0
91 | 25 27 37 39 51 | 21 | 0
92 | 1 6 25 34 37 | 22 | 0
93 | 5 6 30 45 68 | 10 | 1
94 | 25 35 42 44 59 | 15 | 1
95 | 20 23 40 52 66 | 10 | 1
96 | 4 13 22 51 60 | 5 | 0
97 | 39 52 53 65 70 | 25 | 1
98 | 11 20 21 46 66 | 9 | 0
99 | 46 57 61 65 67 | 23 | 0
100 | 18 26 28 52 55 | 3 | 0
101 | 15 22 45 47 57 | 15 | 1
102 | 2 17 18 19 26 | 25 | 0
103 | 6 18 27 44 53 | 25 | 1
104 | 36 40 44 60 62 | 24 | 0
105 | 33 43 45 56 62 | 2 | 0
106 | 2 18 38 52 64 | 6 | 0
107 | 30 40 49 50 51 | 12 | 0
108 | 9 23 42 61 64 | 14 | 0
109 | 15 25 34 55 63 | 1 | 1
110 | 27 35 47 56 70 | 21 | 1
111 | 13 42 53 62 69 | 22 | 1
112 | 7 17 41 45 60 | 10 | 1
113 | 17 18 27 54 59 | 3 | 1
114 | 15 22 26 36 42 | 15 | 0
115 | 14 16 54 57 70 | 24 | 0
116 | 12 17 18 51 62 | 10 | 1
117 | 31 39 53 66 68 | 21 | 0
118 | 18 26 33 48 53 | 25 | 1
119 | 40 48 62 64 69 | 19 | 0
120 | 1 16 28 51 59 | 4 | 0
121 | 4 20 41 58 61 | 18 | 0
122 | 8 14 29 30 38 | 12 | 0
123 | 18 42 43 44 65 | 1 | 0
124 | 6 16 51 59 67 | 15 | 1
125 | 17 23 27 48 62 | 3 | 0
126 | 29 45 50 60 67 | 19 | 0
127 | 14 26 42 43 59 | 7 | 0
128 | 9 10 16 28 33 | 17 | 1
129 | 13 17 48 60 64 | 22 | 0
130 | 6 13 47 49 69 | 11 | 1
131 | 12 15 31 52 68 | 20 | 1
132 | 16 26 32 39 65 | 16 | 0
133 | 4 8 19 64 70 | 20 | 1
134 | 14 21 34 47 56 | 13 | 1
135 | 39 46 48 57 64 | 4 | 0
136 | 11 19 39 55 56 | 22 | 0
137 | 18 27 54 55 60 | 9 | 1
138 | 3 5 44 50 57 | 9 | 0
139 | 14 17 30 33 61 | 20 | 1
140 | 1 7 15 22 38 | 5 | 0
141 | 1 5 7 21 51 | 11 | 0
142 | 1 28 32 45 51 | 12 | 1
143 | 11 38 43 45 64 | 19 | 1
144 | 6 21 48 59 70 | 13 | 1
145 | 8 18 21 22 53 | 21 | 1
146 | 1 19 56 62 66 | 19 | 0
147 | 31 47 48 61 68 | 21 | 0
148 | 11 15 42 55 65 | 18 | 0
149 | 9 18 24 55 59 | 20 | 0
150 | 2 8 12 42 67 | 22 | 1
151 | 1 15 55 59 60 | 18 | 0
152 | 11 36 37 50 52 | 5 | 1
153 | 26 43 45 61 70 | 12 | 0
154 | 2 9 17 19 48 | 12 | 0
155 | 21 28 32 42 61 | 23 | 0
156 | 7 12 20 39 53 | 24 | 1
157 | 14 31 50 55 63 | 4 | 0
158 | 1 5 6 21 22 | 20 | 1
159 | 3 12 36 59 66 | 23 | 1
160 | 1 2 59 62 69 | 19 | 0
161 | 11 16 19 20 61 | 24 | 0
162 | 10 29 55 61 66 | 19 | 1
163 | 15 37 57 60 64 | 12 | 1
164 | 1 18 41 47 63 | 21 | 1
165 | 27 36 39 59 70 | 23 | 1
166 | 43 47 57 64 70 | 1 | 1
167 | 11 29 33 43 55 | 12 | 0
168 | 13 36 38 55 62 | 15 | 0
169 | 5 12 20 39 58 | 18 | 0
170 | 3 6 28 31 66 | 15 | 0
171 | 12 16 23 31 48 | 7 | 0
172 | 4 11 44 50 65 | 9 | 0
173 | 2 10 20 50 59 | 6 | 1
174 | 12 24 35 57 62 | 14 | 1
175 | 5 18 25 45 49 | 7 | 1
176 | 35 38 47 51 62 | 21 | 0
177 | 4 10 38 61 63 | 22 | 0
178 | 7 23 46 64 68 | 3 | 1
179 | 14 23 39 51 58 | 22 | 0
180 | 1 31 41 50 65 | 3 | 1
181 | 4 24 26 28 67 | 13 | 0
182 | 28 39 54 57 62 | 20 | 1
183 | 13 18 48 59 63 | 16 | 1
184 | 41 44 55 63 66 | 9 | 1
185 | 1 12 23 26 55 | 22 | 1
186 | 20 30 32 48 56 | 22 | 0
187 | 16 30 49 54 58 | 6 | 1
188 | 8 9 10 14 35 | 22 | 1
189 | 10 17 24 31 68 | 12 | 0
190 | 11 22 40 44 48 | 7 | 0
191 | 40 46 57 65 68 | 8 | 1
192 | 5 8 23 25 37 | 5 | 0
193 | 9 13 44 60 65 | 23 | 0
194 | 9 14 17 31 41 | 22 | 1
195 | 12 31 32 40 66 | 7 | 1
196 | 15 19 27 38 59 | 24 | 1
197 | 16 31 34 41 67 | 22 | 1
198 | 7 18 21 51 57 | 9 | 0
199 | 9 13 17 58 64 | 6 | 0
200 | 13 28 47 53 54 | 4 | 1
201 | 10 15 20 25 39 | 15 | 0
202 | 1 30 31 32 53 | 6 | 0
203 | 25 41 53 56 60 | 9 | 1
204 | 20 24 34 38 44 | 12 | 1
205 | 25 33 49 54 66 | 17 | 0
206 | 17 28 48 58 60 | 10 | 1
207 | 2 24 37 43 70 | 5 | 0
208 | 21 38 62 63 70 | 9 | 0
209 | 1 4 10 13 15 | 6 | 0
210 | 6 33 48 49 50 | 17 | 0
211 | 9 28 30 35 47 | 3 | 0
212 | 4 28 33 35 50 | 14 | 1
213 | 7 8 28 59 64 | 16 | 1
214 | 8 18 38 49 69 | 10 | 1
215 | 2 3 15 16 34 | 21 | 0
216 | 6 36 46 53 69 | 23 | 1
217 | 12 25 31 58 59 | 1 | 0
218 | 4 11 42 47 64 | 8 | 0
219 | 5 24 29 45 63 | 18 | 1
220 | 1 8 41 59 67 | 21 | 0
221 | 32 42 56 66 68 | 10 | 1
222 | 32 46 48 50 58 | 21 | 0
223 | 16 32 33 50 68 | 2 | 1
224 | 6 13 28 31 35 | 14 | 1
225 | 12 13 16 18 48 | 4 | 0
226 | 13 15 23 37 63 | 9 | 1
227 | 9 23 43 44 45 | 2 | 1
228 | 16 32 52 64 68 | 6 | 1
229 | 14 28 44 54 61 | 10 | 0
230 | 13 25 39 45 57 | 12 | 0
231 | 5 7 10 31 33 | 15 | 0
232 | 10 22 40 45 62 | 23 | 0
233 | 4 22 26 39 59 | 18 | 0
234 | 38 39 40 41 49 | 4 | 1
235 | 6 20 21 24 36 | 20 | 1
236 | 20 40 45 48 65 | 12 | 0
237 | 14 25 26 64 66 | 19 | 0
238 | 20 28 50 56 57 | 20 | 1
239 | 13 46 56 57 63 | 10 | 0
240 | 7 45 47 51 68 | 13 | 1
241 | 1 6 15 55 60 | 12 | 0
242 | 11 19 27 47 63 | 4 | 1
243 | 16 36 40 60 68 | 16 | 0
244 | 1 17 45 47 57 | 5 | 0
245 | 1 24 46 56 64 | 7 | 0
246 | 3 7 66 69 70 | 6 | 1
247 | 20 29 45 50 60 | 17 | 1
248 | 3 6 34 53 68 | 5 | 1
249 | 6 11 33 39 51 | 17 | 1
250 | 11 25 48 52 61 | 22 | 1
251 | 12 19 22 27 28 | 8 | 1
252 | 12 36 37 52 56 | 25 | 0
253 | 8 38 44 56 61 | 22 | 0
254 | 30 40 55 66 70 | 13 | 0
255 | 20 27 29 64 69 | 18 | 1
256 | 10 17 25 63 64 | 25 | 0
257 | 34 46 57 67 70 | 25 | 0
258 | 2 18 32 33 68 | 23 | 1
259 | 10 28 34 62 69 | 14 | 1
260 | 19 23 34 39 45 | 15 | 1
261 | 10 13 17 23 48 | 20 | 0
262 | 21 33 35 57 60 | 12 | 1
263 | 3 45 56 62 63 | 21 | 1
264 | 18 34 49 64 66 | 14 | 0
265 | 12 34 49 51 66 | 2 | 1
266 | 13 36 46 59 66 | 3 | 1
267 | 7 26 40 49 59 | 15 | 0
268 | 6 16 42 60 66 | 17 | 1
269 | 2 10 30 44 48 | 16 | 1
270 | 6 20 21 25 34 | 20 | 1
271 | 7 16 19 48 64 | 2 | 1
272 | 11 16 18 39 60 | 16 | 0
273 | 3 5 17 50 55 | 18 | 1
274 | 4 9 19 36 56 | 21 | 1
275 | 13 28 35 51 66 | 8 | 0
276 | 27 29 32 41 46 | 16 | 0
277 | 18 32 48 53 62 | 5 | 0
278 | 19 22 24 60 64 | 18 | 0
279 | 13 40 46 66 70 | 14 | 0
280 | 4 19 20 22 41 | 3 | 1
281 | 7 15 21 32 52 | 5 | 1
282 | 3 17 31 52 55 | 10 | 1
283 | 5 7 42 52 70 | 6 | 0
284 | 6 15 49 51 70 | 19 | 1
285 | 3 11 46 57 66 | 23 | 0
286 | 1 5 9 44 53 | 17 | 0
287 | 20 25 40 64 70 | 22 | 1
288 | 13 24 27 51 63 | 1 | 1
289 | 15 26 31 50 70 | 1 | 1
290 | 4 13 20 33 56 | 4 | 0
291 | 8 11 29 45 46 | 4 | 0
292 | 1 6 15 47 48 | 20 | 1
293 | 22 28 35 41 43 | 11 | 0
294 | 9 40 48 58 67 | 10 | 0
295 | 4 23 29 37 45 | 10 | 0
296 | 10 12 14 21 56 | 21 | 1
297 | 9 13 30 36 39 | 8 | 1
298 | 43 53 59 60 69 | 21 | 0
299 | 4 14 18 49 54 | 4 | 1
300 | 9 21 38 50 64 | 10 | 1
301 | 20 24 27 42 51 | 18 | 1
302 | 1 7 14 18 53 | 17 | 0
303 | 2 7 18 29 57 | 15 | 1
304 | 5 10 44 57 59 | 13 | 0
305 | 21 33 45 52 69 | 9 | 0
306 | 11 12 15 32 68 | 25 | 0
307 | 20 35 38 47 70 | 15 | 0
308 | 18 25 32 41 62 | 8 | 0
309 | 24 45 46 56 58 | 9 | 0
310 | 1 5 37 50 59 | 11 | 0
311 | 10 27 31 45 68 | 22 | 0
312 | 4 9 41 57 59 | 23 | 0
313 | 5 26 31 34 52 | 2 | 0
314 | 7 11 22 32 54 | 6 | 0
315 | 3 11 19 35 41 | 12 | 0
316 | 2 10 46 68 70 | 12 | 0
317 | 9 11 16 25 62 | 4 | 0
318 | 8 11 19 44 61 | 8 | 0
319 | 8 10 16 27 55 | 24 | 0
320 | 3 12 14 15 53 | 5 | 1
321 | 3 29 32 57 68 | 22 | 1
322 | 5 28 43 45 56 | 24 | 0
323 | 5 13 46 58 65 | 21 | 0
324 | 12 23 25 30 54 | 9 | 1
325 | 15 23 34 55 64 | 7 | 0
326 | 8 16 19 39 54 | 2 | 1
327 | 8 42 51 52 63 | 19 | 1
328 | 22 26 28 60 66 | 3 | 1
329 | 19 26 31 61 68 | 2 | 1
330 | 7 17 27 57 60 | 5 | 1
331 | 36 47 52 61 67 | 24 | 1
332 | 17 24 48 59 60 | 16 | 1
333 | 1 22 58 61 67 | 4 | 1
334 | 1 5 37 43 62 | 16 | 1
335 | 8 9 29 49 51 | 24 | 0
336 | 10 16 24 28 61 | 21 | 0
337 | 3 18 26 50 64 | 23 | 0
338 | 3 10 13 51 58 | 13 | 0
339 | 8 9 13 27 35 | 15 | 1
340 | 18 27 42 52 55 | 9 | 1
341 | 3 32 56 57 69 | 16 | 1
342 | 15 42 45 46 53 | 9 | 0
343 | 3 4 14 43 48 | 9 | 0
344 | 28 29 44 51 54 | 11 | 1
345 | 17 19 43 55 70 | 6 | 1
346 | 17 28 32 62 64 | 5 | 1
347 | 1 5 11 37 70 | 18 | 1
348 | 3 6 20 53 57 | 24 | 0
349 | 5 7 17 45 49 | 19 | 0
350 | 12 21 43 47 64 | 6 | 1
351 | 11 18 21 45 69 | 10 | 1
352 | 5 36 39 61 63 | 12 | 1
353 | 19 30 45 47 65 | 24 | 1
354 | 18 29 31 43 51 | 22 | 1
355 | 1 4 11 66 68 | 24 | 0
356 | 22 33 36 38 51 | 17 | 0
357 | 6 10 26 50 58 | 6 | 1
358 | 17 35 37 45 54 | 22 | 0
359 | 20 24 37 43 54 | 22 | 1
360 | 18 45 54 61 64 | 1 | 0
361 | 23 32 36 48 68 | 21 | 1
362 | 16 29 42 51 68 | 2 | 0
363 | 18 34 55 62 66 | 18 | 0
364 | 8 23 28 51 63 | 9 | 0
365 | 23 29 40 45 54 | 1 | 0
366 | 5 24 47 55 68 | 17 | 0
367 | 7 11 21 30 70 | 16 | 1
368 | 3 27 58 62 64 | 18 | 0
369 | 6 29 48 59 66 | 9 | 1
370 | 40 47 64 69 70 | 15 | 0
371 | 17 18 44 68 69 | 20 | 1
372 | 41 42 53 57 58 | 10 | 0
373 | 26 35 36 47 66 | 21 | 0
374 | 3 14 34 44 70 | 16 | 0
375 | 11 16 28 56 62 | 12 | 0
376 | 13 21 29 61 67 | 3 | 1
377 | 21 26 55 62 68 | 8 | 1
378 | 15 52 54 58 61 | 14 | 1
379 | 24 47 52 53 66 | 15 | 1
380 | 1 3 14 41 45 | 24 | 0
381 | 5 17 30 65 67 | 22 | 1
382 | 11 21 27 44 53 | 1 | 1
383 | 26 30 42 58 61 | 16 | 0
384 | 5 47 52 53 65 | 8 | 1
385 | 8 38 44 62 70 | 21 | 0
386 | 6 26 27 53 67 | 2 | 0
387 | 35 37 39 51 58 | 17 | 0
388 | 13 15 20 53 64 | 21 | 0
389 | 9 26 28 52 59 | 14 | 0
390 | 5 23 31 39 52 | 12 | 0
391 | 8 13 28 46 69 | 22 | 0
392 | 25 28 44 56 68 | 25 | 0
393 | 20 21 25 35 49 | 13 | 0
394 | 33 34 54 59 67 | 13 | 1
395 | 25 31 47 53 60 | 21 | 0
396 | 9 22 46 64 67 | 15 | 0
397 | 3 21 22 44 45 | 16 | 0
398 | 21 27 38 58 61 | 14 | 1
399 | 1 22 27 40 49 | 10 | 0
400 | 5 14 25 29 67 | 5 | 0
401 | 3 13 19 20 37 | 15 | 0
402 | 14 27 34 40 42 | 6 | 0
403 | 27 35 48 49 70 | 1 | 1
404 | 9 37 41 50 69 | 23 | 1
405 | 2 56 61 65 67 | 17 | 1
406 | 3 12 29 55 69 | 20 | 0
407 | 4 7 31 51 68 | 7 | 1
408 | 1 38 59 63 65 | 19 | 1
409 | 3 7 27 60 62 | 21 | 0
410 | 30 47 54 57 62 | 15 | 0
411 | 1 13 14 19 39 | 10 | 0
412 | 27 36 42 55 61 | 5 | 1
413 | 7 23 41 43 67 | 1 | 1
414 | 6 13 19 59 60 | 6 | 0
415 | 1 25 33 36 67 | 17 | 0
416 | 16 31 37 45 62 | 9 | 0
417 | 19 29 33 35 58 | 13 | 1
418 | 27 52 63 64 69 | 1 | 0
419 | 24 28 34 53 68 | 24 | 1
420 | 6 9 35 61 62 | 1 | 1
421 | 27 39 49 63 69 | 17 | 0
422 | 8 10 30 48 69 | 20 | 0
423 | 2 25 32 45 55 | 7 | 1
424 | 5 6 28 59 67 | 1 | 1
425 | 16 44 45 58 68 | 14 | 0
426 | 19 20 29 38 57 | 4 | 1
427 | 18 26 34 51 61 | 24 | 0
428 | 3 27 57 65 66 | 22 | 1
429 | 17 24 35 41 59 | 8 | 1
430 | 15 24 44 56 60 | 3 | 1
431 | 1 4 31 54 68 | 25 | 0
432 | 40 42 50 55 70 | 6 | 1
433 | 44 45 47 53 57 | 10 | 1
434 | 1 16 44 48 59 | 18 | 0
435 | 1 38 43 58 59 | 14 | 0
436 | 3 16 17 20 49 | 13 | 0
437 | 4 6 10 25 63 | 16 | 1
438 | 26 30 62 64 69 | 25 | 1
439 | 8 13 49 52 65 | 6 | 1
440 | 35 36 41 63 70 | 2 | 1
441 | 5 13 22 31 42 | 10 | 1
442 | 3 8 17 57 65 | 14 | 0
443 | 9 12 17 31 63 | 24 | 0
444 | 4 11 30 50 64 | 15 | 1
445 | 8 16 43 51 65 | 17 | 0
446 | 19 21 34 45 53 | 14 | 1
447 | 1 4 19 29 62 | 4 | 1
448 | 8 32 49 64 67 | 7 | 1
449 | 9 33 39 51 64 | 14 | 1
450 | 2 4 28 31 62 | 9 | 1
451 | 8 11 18 41 51 | 22 | 1
452 | 33 48 49 53 54 | 18 | 0
453 | 8 15 19 36 42 | 10 | 0
454 | 4 20 40 49 69 | 24 | 0
455 | 4 43 61 64 65 | 20 | 0
456 | 6 26 48 49 67 | 21 | 1
457 | 6 14 35 57 67 | 18 | 0
458 | 22 35 56 58 61 | 20 | 1
459 | 4 14 32 44 50 | 9 | 1
460 | 1 30 46 56 65 | 9 | 0
461 | 6 22 24 50 62 | 1 | 0
462 | 8 27 38 45 60 | 3 | 0
463 | 17 35 41 54 63 | 23 | 0
464 | 3 6 10 16 62 | 3 | 0
465 | 32 35 36 37 69 | 16 | 1
466 | 7 27 41 49 57 | 8 | 1
467 | 5 17 30 44 47 | 14 | 0
468 | 17 25 37 45 58 | 2 | 1
469 | 10 12 34 35 68 | 24 | 1
470 | 12 24 34 37 38 | 15 | 1
471 | 16 27 31 62 66 | 22 | 0
472 | 14 18 46 58 64 | 10 | 1
473 | 2 3 34 44 50 | 3 | 0
474 | 30 41 50 61 69 | 18 | 1
475 | 1 9 12 28 50 | 5 | 1
476 | 11 12 26 60 70 | 23 | 0
477 | 14 33 40 50 56 | 18 | 1
478 | 8 13 18 29 69 | 3 | 0
479 | 4 6 17 30 61 | 19 | 1
480 | 8 11 13 43 69 | 21 | 0
481 | 19 28 30 35 70 | 5 | 1
482 | 8 20 32 59 66 | 6 | 1
483 | 12 18 20 23 36 | 9 | 0
484 | 7 13 20 27 46 | 7 | 0
485 | 3 15 19 22 42 | 11 | 1
486 | 26 39 46 58 62 | 25 | 0
487 | 1 30 45 51 52 | 5 | 0
488 | 43 45 51 54 66 | 5 | 0
489 | 6 7 26 46 56 | 25 | 1
490 | 7 14 59 67 69 | 16 | 1
491 | 5 12 15 31 37 | 15 | 1
492 | 15 24 37 40 54 | 15 | 0
493 | 30 39 51 54 64 | 20 | 1
494 | 16 26 37 41 64 | 24 | 0
495 | 30 48 52 55 57 | 10 | 0
496 | 1 15 30 54 59 | 18 | 0
497 | 2 13 20 32 46 | 16 | 0
498 | 25 45 48 55 60 | 2 | 1
499 | 1 21 23 40 63 | 22 | 1
500 | 5 11 14 26 27 | 21 | 0
501 | 2 10 20 23 43 | 20 | 0
502 | 16 30 32 63 65 | 1 | 0
503 | 2 23 38 47 62 | 16 | 0
504 | 6 21 37 48 61 | 9 | 0
505 | 48 49 52 55 69 | 22 | 0
506 | 3 4 20 55 58 | 19 | 1
507 | 33 38 45 52 64 | 21 | 0
508 | 7 24 26 30 32 | 23 | 1
509 | 9 13 27 58 68 | 18 | 1
510 | 26 45 47 55 62 | 6 | 1
511 | 11 17 43 47 59 | 22 | 0
512 | 8 11 18 60 61 | 2 | 0
513 | 8 24 41 42 47 | 3 | 0
514 | 7 16 27 31 43 | 14 | 0
515 | 2 5 32 46 55 | 24 | 0
516 | 3 8 9 54 60 | 20 | 1
517 | 6 12 26 55 65 | 7 | 0
518 | 5 19 22 48 51 | 16 | 1
519 | 7 29 48 66 70 | 13 | 0
520 | 6 14 29 49 62 | 13 | 0
521 | 16 25 34 47 64 | 14 | 1
522 | 10 14 41 53 59 | 7 | 1
523 | 37 44 61 62 65 | 15 | 1
524 | 4 11 24 31 48 | 17 | 0
525 | 6 24 29 44 49 | 3 | 1
526 | 24 27 42 51 61 | 18 | 1
527 | 4 13 28 44 59 | 3 | 0
528 | 18 21 53 58 67 | 6 | 0
529 | 21 27 30 36 38 | 14 | 1
530 | 18 26 34 42 45 | 9 | 0
531 | 5 6 11 41 61 | 1 | 1
532 | 7 21 24 31 60 | 18 | 1
533 | 39 49 53 56 57 | 13 | 1
534 | 12 20 43 53 54 | 18 | 1
535 | 5 14 27 40 42 | 6 | 1
536 | 6 39 53 64 67 | 23 | 1
537 | 18 48 54 62 66 | 14 | 1
538 | 10 49 52 55 60 | 16 | 0
539 | 18 45 51 57 61 | 24 | 1
540 | 2 3 36 47 57 | 12 | 1
541 | 10 17 30 43 58 | 18 | 0
542 | 16 42 52 54 64 | 7 | 1
543 | 6 27 29 39 67 | 23 | 0
544 | 29 43 48 61 70 | 20 | 0
545 | 22 27 43 44 62 | 14 | 0
546 | 35 39 46 47 59 | 16 | 0
547 | 13 16 30 45 60 | 15 | 1
548 | 4 51 54 56 60 | 15 | 0
549 | 8 32 42 44 64 | 11 | 1
550 | 39 45 53 60 70 | 21 | 1
551 | 10 18 42 52 70 | 10 | 1
552 | 22 26 31 38 63 | 7 | 0
553 | 4 5 37 48 57 | 6 | 1
554 | 3 9 16 19 41 | 1 | 1
555 | 9 24 39 47 57 | 1 | 1
556 | 6 19 65 67 70 | 7 | 0
557 | 14 18 30 38 49 | 8 | 1
558 | 13 38 47 55 70 | 21 | 0
559 | 6 13 20 48 66 | 23 | 0
560 | 2 16 41 53 59 | 6 | 0
561 | 28 34 43 46 48 | 24 | 1
562 | 7 32 55 58 61 | 6 | 1
563 | 2 22 24 52 56 | 10 | 0
564 | 4 11 22 30 38 | 19 | 0
565 | 14 31 35 65 67 | 14 | 1
566 | 10 13 25 35 58 | 3 | 0
567 | 39 46 48 59 65 | 17 | 1
568 | 3 9 42 50 66 | 23 | 1
569 | 7 9 19 28 63 | 18 | 0
570 | 32 33 54 57 63 | 1 | 0
571 | 13 15 23 55 66 | 19 | 0
572 | 16 33 52 60 61 | 14 | 0
573 | 16 28 29 33 45 | 21 | 0
574 | 12 15 33 47 70 | 7 | 0
575 | 1 6 60 66 67 | 14 | 1
576 | 7 39 44 58 65 | 10 | 0
577 | 24 27 39 59 64 | 4 | 0
578 | 39 48 49 54 61 | 9 | 1
579 | 2 7 16 43 55 | 10 | 0
580 | 24 42 53 62 63 | 24 | 0
581 | 3 14 30 65 70 | 9 | 1
582 | 12 15 20 38 68 | 5 | 0
583 | 9 12 16 44 50 | 17 | 0
584 | 10 26 45 56 68 | 11 | 1
585 | 7 19 42 52 62 | 8 | 1
586 | 9 51 60 66 70 | 25 | 1
587 | 20 35 45 55 66 | 14 | 1
588 | 10 29 32 42 66 | 22 | 0
589 | 26 27 43 60 70 | 1 | 0
590 | 7 48 49 60 70 | 3 | 0
591 | 3 40 47 54 67 | 3 | 0
592 | 26 27 53 62 64 | 8 | 0
593 | 23 24 29 33 50 | 14 | 0
594 | 21 42 55 60 69 | 2 | 1
595 | 6 16 19 34 40 | 20 | 1
596 | 12 15 42 55 67 | 21 | 1
597 | 4 13 18 27 44 | 24 | 1
598 | 7 21 24 26 31 | 5 | 1
599 | 18 23 32 34 55 | 3 | 0
600 | 5 18 36 55 68 | 24 | 0
601 | 20 32 46 57 69 | 22 | 0
602 | 4 14 28 44 56 | 17 | 0
603 | 8 42 53 54 62 | 2 | 1
604 | 7 24 47 55 67 | 13 | 1
605 | 12 52 63 65 69 | 6 | 0
606 | 11 30 44 48 53 | 16 | 1
607 | 33 41 43 48 64 | 17 | 1
608 | 6 25 33 48 68 | 9 | 1
609 | 17 25 35 64 67 | 17 | 1
610 | 4 11 17 31 35 | 16 | 1
611 | 3 29 35 44 63 | 5 | 0
612 | 6 14 32 52 59 | 4 | 1
613 | 17 47 55 58 66 | 3 | 1
614 | 17 31 35 48 50 | 24 | 1
615 | 14 16 30 36 43 | 8 | 1
616 | 20 47 68 69 70 | 17 | 0
617 | 3 23 26 37 47 | 19 | 0
618 | 5 20 23 30 38 | 13 | 0
619 | 31 35 55 61 64 | 19 | 1
620 | 20 23 27 44 60 | 15 | 0
621 | 15 19 28 62 64 | 13 | 1
622 | 4 10 27 35 46 | 10 | 1
623 | 9 30 37 49 69 | 12 | 1
624 | 19 25 31 35 50 | 18 | 1
625 | 16 25 38 66 70 | 12 | 1
626 | 1 11 37 44 47 | 1 | 0
627 | 38 49 57 60 64 | 4 | 0
628 | 6 16 19 36 39 | 23 | 0
629 | 1 15 17 41 48 | 7 | 0
630 | 22 31 46 62 64 | 14 | 1
631 | 4 19 21 29 68 | 8 | 0
632 | 16 42 43 62 63 | 9 | 0
633 | 26 27 49 51 56 | 11 | 0
634 | 5 37 50 60 64 | 21 | 1
635 | 5 6 34 64 67 | 8 | 0
636 | 25 34 44 51 61 | 18 | 1
